,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Manufacturer,Price_km
3545,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,2179.0,140.0,7.0,16.0,Mahindra,997.28
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,2996.0,362.07,2.0,83.96,Mercedes-Benz,1322.9699999999998
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,Diesel,Automatic,First,2143.0,167.62,5.0,39.51,Mercedes-Benz,1201.0991
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,1197.0,81.83,5.0,8.9,Hyundai,1295.118
1174,Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,Petrol,Manual,First,1799.0,130.0,5.0,2.5,Honda,940.0049999999999
4643,Toyota Fortuner 4x2 AT,Pune,2015,36000,Diesel,Automatic,First,2982.0,168.5,7.0,22.0,Toyota,782.2415
451,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,1968.0,174.3,5.0,39.0,Audi,882.5928
5048,Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,1198.0,70.0,5.0,1.65,Skoda,1218.5249999999999
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,Diesel,Automatic,Second,2143.0,170.0,5.0,15.5,Mercedes-Benz,924.9771999999999
1112,Hyundai EON Era,Jaipur,2014,18000,Petrol,Manual,First,814.0,55.2,5.0,2.5,Hyundai,1469.193
4855,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,1968.0,141.0,5.0,16.0,Skoda,1202.969
1578,Mahindra Bolero ZLX,Chennai,2012,35000,Diesel,Manual,First,2523.0,62.1,7.0,7.0,Mahindra,847.688
890,Maruti Swift Dzire ZDI,Bangalore,2014,25789,Diesel,Manual,Second,1248.0,74.0,5.0,6.85,Maruti,1458.522
1615,Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,Petrol,Manual,First,1199.0,88.7,5.0,7.56,Honda,1302.081
4358,Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,1496.0,88.73,5.0,2.2,Toyota,1225.488
5105,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,First,2179.0,140.0,7.0,11.5,Mahindra,997.28
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,1061.0,47.0,5.0,1.22,Maruti,1316.0069999999998
5857,Maruti Zen Estilo LXI BSIII,Jaipur,2009,63000,Petrol,Manual,Second,998.0,67.1,5.0,1.25,Maruti,1267.2659999999998
2233,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,2755.0,171.5,7.0,22.99,Toyota,708.0687999999999
1263,Honda City 1.5 S MT,Mumbai,2014,54546,Petrol,Manual,First,1497.0,118.0,5.0,5.5,Honda,1183.71
5776,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000,Diesel,Automatic,First,1968.0,174.33,5.0,22.0,Audi,1066.4663
999,Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,Manual,Second,1498.0,97.7,5.0,4.3,Nissan,1180.2285
4256,Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,1497.0,116.3,5.0,4.55,Honda,1086.2279999999998
1359,Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,Petrol,Manual,First,796.0,47.3,5.0,2.15,Maruti,1719.8609999999999
2836,Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,1396.0,69.01,5.0,2.0,Tata,1558.25
1476,Mini Cooper Countryman D,Hyderabad,2013,51000,Diesel,Automatic,First,1998.0,112.0,5.0,21.94,Mini,1483.454
192,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,1399.0,68.0,5.0,2.6,Ford,1246.6
4703,Honda Amaze S i-Vtech,Jaipur,2014,41210,Petrol,Manual,First,1198.0,86.7,5.0,4.4,Honda,1253.34
5412,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,2696.0,184.0,7.0,13.85,Mahindra,696.8494
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,1248.0,88.5,5.0,8.75,Maruti,1633.6693
5012,Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,1248.0,74.0,5.0,7.48,Maruti,1707.2187
2420,Toyota Fortuner 4x2 AT,Pune,2014,102000,Diesel,Automatic,Second,2982.0,168.5,7.0,16.5,Toyota,782.2415
5844,Tata Indigo XL Grand Petrol,Pune,2008,52000,Petrol,Manual,Second,1396.0,99.6,5.0,1.3,Tata,894.7454999999999
1874,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,1248.0,88.5,5.0,6.4,Maruti,1750.8497
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,1968.0,187.74,5.0,35.5,Audi,1154.9749
1338,Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,Petrol,Manual,First,1197.0,82.0,5.0,4.99,Hyundai,1329.933
2881,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,Diesel,Automatic,First,1498.0,103.52,5.0,8.59,Skoda,1350.0678
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,1498.0,89.84,5.0,5.27,Ford,1414.8909999999998
5340,Honda City 1.5 E MT,Chennai,2011,80000,Petrol,Manual,Second,1497.0,118.0,5.0,3.85,Honda,1183.71
2819,Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,1493.0,82.0,5.0,0.85,Hyundai,816.5229999999999
5260,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,First,1364.0,67.06,5.0,4.9,Toyota,1470.3646999999999
1293,Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,First,1197.0,82.0,5.0,4.9,Hyundai,1316.0069999999998
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,Petrol,Manual,First,1373.0,91.2,5.0,7.09,Maruti,1443.4298999999999
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,Manual,First,1399.0,67.0,5.0,2.1,Ford,1109.474
5027,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,1968.0,174.33,5.0,26.0,Audi,1066.4663
3535,Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,1968.0,174.33,5.0,25.64,Audi,1066.4663
2678,Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,998.0,67.04,5.0,3.36,Maruti,1566.675
1907,Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,2446.0,75.0,10.0,3.65,Toyota,816.5229999999999
5317,Hyundai EON Era Plus,Kochi,2015,43993,Petrol,Manual,First,814.0,55.2,5.0,3.45,Hyundai,1469.193
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,2755.0,171.5,7.0,20.5,Toyota,708.0687999999999
368,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,796.0,47.0,5.0,2.9,Maruti,1316.0069999999998
1937,Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,796.0,46.3,5.0,1.59,Maruti,1371.7109999999998
1151,Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,Diesel,Automatic,First,2993.0,270.9,5.0,16.0,Jaguar,918.7442
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,1198.0,74.0,5.0,5.25,Volkswagen,1146.8060999999998
4742,Mini Cooper Countryman D,Bangalore,2014,35165,Diesel,Automatic,Second,1998.0,112.0,5.0,22.0,Mini,1483.454
5921,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2016,21000,Diesel,Automatic,First,2143.0,204.0,5.0,36.0,Mercedes-Benz,810.29
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,2179.0,187.7,5.0,55.76,Land,791.5909999999999
174,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,1968.0,174.33,5.0,19.0,Audi,1101.9944
3801,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,1197.0,78.9,5.0,3.45,Hyundai,1417.6668
4932,Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,1120.0,70.0,5.0,4.72,Hyundai,1495.92
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,2987.0,282.0,5.0,21.0,Mercedes-Benz,841.4549999999999
2114,Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,1968.0,174.33,5.0,25.0,Audi,1066.4663
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,Petrol,Manual,First,1197.0,82.85,5.0,4.57,Hyundai,1288.155
5858,Maruti Alto K10 2010-2014 VXI,Kochi,2014,36967,Petrol,Manual,First,998.0,67.1,5.0,3.64,Maruti,1456.6596
5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,1199.0,73.9,5.0,2.65,Volkswagen,1375.6231
5037,Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,1197.0,78.9,5.0,2.85,Hyundai,1417.6668
1164,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,Diesel,Manual,First,1598.0,118.0,5.0,8.25,Maruti,1414.8909999999998
5846,Hyundai Santro Xing GL Plus,Delhi,2013,60000,Petrol,Manual,First,1086.0,62.1,5.0,2.3,Hyundai,1247.7696
4479,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,1197.0,78.9,5.0,4.87,Hyundai,1417.6668
1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,1197.0,78.9,5.0,2.35,Hyundai,1417.6668
508,Hyundai Grand i10 Sportz,Mumbai,2017,8500,Petrol,Manual,Second,1197.0,82.0,5.0,4.8,Hyundai,1316.0069999999998
166,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,1498.0,108.5,5.0,6.25,Volkswagen,1340.095
5098,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,796.0,47.3,5.0,2.65,Maruti,1719.8609999999999
4121,Skoda Octavia Elegance 1.8 TSI AT,Hyderabad,2015,38000,Petrol,Automatic,First,1798.0,177.5,5.0,16.0,Skoda,1023.5609999999999
3095,Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,1396.0,88.73,5.0,6.35,Hyundai,1404.9181999999998
3979,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,1197.0,82.0,5.0,3.75,Hyundai,1316.0069999999998
103,Audi A4 3.0 TDI Quattro Premium,Kolkata,2010,30000,Diesel,Automatic,First,2967.0,241.4,5.0,9.8,Audi,931.2102
5716,Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,993.0,60.0,5.0,0.53,Maruti,1204.599
3214,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,1591.0,121.3,5.0,4.4,Hyundai,1184.4063
3148,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,2179.0,187.7,5.0,25.7,Jaguar,1019.7188
1752,Mahindra XUV500 W8 2WD,Delhi,2012,88000,Diesel,Manual,First,2179.0,140.0,7.0,5.99,Mahindra,997.28
5368,Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,1248.0,74.0,5.0,5.25,Maruti,1427.357
2927,Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,998.0,67.04,5.0,4.25,Maruti,1608.453
1658,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,1591.0,121.3,5.0,7.78,Hyundai,1190.673
152,Mercedes-Benz S Class 2005 2013 S 500,Kolkata,2010,35277,Petrol,Automatic,First,5461.0,362.9,5.0,30.0,Mercedes-Benz,543.8103
2600,Hyundai i20 Magna,Kolkata,2009,30675,Petrol,Manual,First,1197.0,80.0,5.0,2.25,Hyundai,1288.155
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,2967.0,245.0,7.0,72.94,Audi,919.3675
2985,Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,Diesel,Manual,First,1498.0,98.59,5.0,7.25,Ford,1419.2540999999999
2572,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,Diesel,Automatic,First,1582.0,126.2,5.0,13.23,Hyundai,1060.2333
4071,Honda Brio S MT,Mumbai,2013,41000,Petrol,Manual,First,1198.0,86.8,5.0,3.1,Honda,1350.822
3955,Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,Diesel,Manual,Third,2982.0,171.0,7.0,16.0,Toyota,716.795
5125,Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,Petrol,Automatic,First,1499.0,110.4,5.0,8.3,Ford,1088.3169
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,1193.0,88.7,5.0,4.65,Tata,1223.3990999999999
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,1198.0,77.0,5.0,4.7,Mahindra,1578.1956
4638,Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,Diesel,Manual,First,2498.0,112.0,7.0,4.0,Mahindra,728.0143999999999
5437,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,2179.0,140.0,7.0,16.5,Mahindra,997.28
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,998.0,67.04,5.0,4.25,Maruti,1608.453
5050,Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,624.0,37.5,4.0,1.0,Tata,1768.6019999999999
3657,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,1197.0,81.83,5.0,6.45,Hyundai,1295.118
2584,Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,1197.0,78.9,5.0,4.52,Hyundai,1417.6668
495,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,72000,Diesel,Manual,Second,1896.0,66.0,5.0,3.2,Skoda,1165.571
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,1968.0,174.33,5.0,19.9,Audi,980.4509
1434,Honda City i DTEC V,Kolkata,2014,36000,Diesel,Manual,First,1498.0,98.6,5.0,5.0,Honda,1620.58
1135,Maruti Zen Estilo LXI Green (CNG),Ahmedabad,2011,76000,CNG,Manual,First,998.0,67.1,5.0,2.0,Maruti,1104.6000000000001
868,Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,Petrol,Automatic,First,1197.0,82.0,5.0,5.57,Hyundai,1316.0069999999998
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,1968.0,174.33,5.0,20.77,Audi,1101.9944
1849,Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Petrol,Manual,Second,1399.0,92.7,5.0,2.1,Chevrolet,1008.9386999999999
4600,Ford Ikon 1.3 Flair,Kochi,2009,66484,Petrol,Manual,First,1299.0,70.0,5.0,1.65,Ford,960.894
1988,Land Rover Freelander 2 SE,Mumbai,2012,34000,Diesel,Automatic,First,2179.0,147.51,5.0,19.25,Land,772.2687
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,1582.0,126.32,5.0,5.85,Hyundai,1391.2056
1534,Honda City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,1497.0,117.3,5.0,11.87,Honda,1211.562
843,Maruti Celerio VXI AT,Hyderabad,2014,33450,Petrol,Automatic,First,998.0,67.04,5.0,4.4,Maruti,1608.453
1987,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,1248.0,74.0,5.0,5.5,Maruti,1458.522
3624,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,2499.0,134.0,5.0,16.09,ISUZU,772.892
3858,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,1373.0,91.1,5.0,7.35,Maruti,1443.4298999999999
2549,Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,1197.0,85.8,5.0,4.9,Maruti,1329.933
3220,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,2997.0,231.1,5.0,7.0,Mercedes-Benz,661.4849999999999
1538,Maruti Alto 800 LXI,Chennai,2015,21000,Petrol,Manual,First,796.0,47.3,5.0,2.79,Maruti,1583.3861999999997
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,1582.0,126.32,5.0,4.75,Hyundai,1391.2056
1957,Honda Mobilio S i DTEC,Kochi,2015,50624,Diesel,Manual,First,1498.0,98.6,7.0,6.32,Honda,1508.386
4525,Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,First,2179.0,140.0,7.0,7.21,Mahindra,941.183
3992,Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,Diesel,Automatic,First,1968.0,141.0,5.0,15.45,Skoda,1202.969
2721,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,Diesel,Manual,First,1498.0,88.73,5.0,6.63,Volkswagen,1255.3262
1349,BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,Diesel,Automatic,First,1995.0,184.0,5.0,30.0,BMW,1176.7903999999999
2317,Hyundai i20 Sportz 1.2,Delhi,2015,50000,Petrol,Manual,First,1197.0,81.83,5.0,4.95,Hyundai,1295.118
5007,Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,1248.0,74.0,5.0,4.35,Maruti,1570.716
680,Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,1299.0,70.0,5.0,1.55,Ford,960.894
180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,1798.0,157.75,5.0,6.89,Skoda,953.9309999999999
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,1462.0,103.25,5.0,9.18,Maruti,1501.2227999999998
4098,Maruti SX4 Green Vxi (CNG),Delhi,2012,82069,CNG,Manual,First,1586.0,103.3,5.0,2.65,Maruti,898.8
3306,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,1582.0,126.2,5.0,13.69,Hyundai,1226.0311000000002
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,999.0,123.24,5.0,8.5,Ford,1314.6144
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,1497.0,117.3,5.0,6.9,Honda,1211.562
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,First,1896.0,105.0,5.0,4.0,Volkswagen,934.9499999999999
993,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,Diesel,Automatic,First,2143.0,170.0,5.0,16.56,Mercedes-Benz,1201.0991
4529,Honda City 1.5 S AT,Kochi,2014,56838,Petrol,Automatic,First,1497.0,118.0,5.0,5.15,Honda,1169.7839999999999
3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,1498.0,98.59,5.0,7.9,Ford,1419.2540999999999
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,1968.0,187.74,5.0,21.66,Audi,1137.5225
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,1582.0,126.2,5.0,15.57,Hyundai,1414.8909999999998
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,1248.0,76.0,5.0,1.65,Fiat,1109.474
2163,BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,First,2497.0,150.0,5.0,12.95,BMW,752.004
4906,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,3198.0,197.0,7.0,33.0,Ford,680.0203
4625,Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,Diesel,Manual,First,1364.0,87.2,5.0,4.5,Toyota,1335.7319
5014,Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,1248.0,73.9,5.0,3.5,Maruti,1202.969
111,Maruti Eeco 5 Seater AC,Coimbatore,2017,38053,Petrol,Manual,First,1196.0,73.0,5.0,3.91,Maruti,1051.413
1391,Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,Diesel,Manual,First,1582.0,126.32,5.0,4.28,Hyundai,1391.2056
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,1197.0,81.86,5.0,8.22,Hyundai,1196.9397
3628,Maruti Swift VDI BSIV W ABS,Coimbatore,2016,70478,Diesel,Manual,First,1248.0,,5.0,6.86,Maruti,1109.474
83,Ford Figo Diesel ZXI,Hyderabad,2012,70337,Diesel,Manual,First,1399.0,68.0,5.0,2.8,Ford,1246.6
4936,Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,First,1968.0,174.33,5.0,36.0,Audi,1101.9944
461,Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,Diesel,Manual,First,1461.0,108.45,5.0,5.99,Renault,1184.8933
5284,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,Diesel,Automatic,First,2982.0,168.5,7.0,19.0,Toyota,782.2415
551,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,41000,Diesel,Manual,First,1248.0,88.5,5.0,9.5,Maruti,1750.8497
5997,Maruti Wagon R Duo Lxi,Jaipur,2010,70000,LPG,Manual,First,998.0,58.2,5.0,2.27,Maruti,19492.8
3680,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,1798.0,160.0,5.0,7.5,Skoda,914.9381999999999
4307,Mahindra XUV500 W8 2WD,Kolkata,2013,44000,Diesel,Manual,First,2179.0,140.0,7.0,7.25,Mahindra,997.28
2146,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,1598.0,103.6,5.0,4.75,Volkswagen,1280.2582
2892,Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,1396.0,90.0,5.0,3.37,Hyundai,1433.59
2619,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,Diesel,Manual,First,1120.0,70.0,5.0,4.5,Hyundai,1495.92
650,Maruti Ciaz ZDi Plus SHVS,Jaipur,2017,36381,Diesel,Manual,First,1248.0,88.5,5.0,9.75,Maruti,1750.8497
708,Maruti Swift Dzire ZXi,Pune,2008,64000,Petrol,Manual,Second,1298.0,85.8,5.0,2.85,Maruti,1218.5249999999999
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,1248.0,88.7,5.0,5.85,Tata,1287.1145
4063,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,Diesel,Automatic,First,1968.0,174.3,5.0,29.64,Audi,882.5928
3026,Hyundai i20 Asta 1.2,Bangalore,2015,39000,Petrol,Manual,Second,1197.0,81.83,5.0,6.3,Hyundai,1295.118
1424,BMW 3 Series 320d Highline,Mumbai,2009,58557,Diesel,Automatic,Third,1995.0,181.0,5.0,8.0,BMW,1001.6431
1216,Honda City i-VTEC S,Delhi,2010,76752,Petrol,Manual,First,1497.0,117.3,5.0,3.57,Honda,1211.562
4587,Hyundai Santro Xing GLS,Hyderabad,2011,60000,Petrol,Manual,First,1086.0,62.1,5.0,2.59,Hyundai,1247.7696
1924,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,2993.0,258.0,5.0,48.63,BMW,915.6276999999999
3055,Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,1196.0,70.0,5.0,2.25,Ford,1086.2279999999998
3700,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,1198.0,73.75,5.0,5.84,Volkswagen,1183.71
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,1198.0,86.8,5.0,3.13,Honda,1288.155
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,1995.0,190.0,5.0,19.5,BMW,1401.1784
1427,Toyota Innova Crysta 2.4 VX MT,Kochi,2018,8899,Diesel,Manual,First,2393.0,147.8,7.0,19.92,Toyota,852.6744
2663,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,Diesel,Manual,First,1498.0,89.84,5.0,4.9,Ford,1414.8909999999998
4329,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,1198.0,77.0,6.0,6.5,Mahindra,1578.1956
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,2143.0,203.0,5.0,22.0,Mercedes-Benz,885.7093
3881,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,1172.0,67.0,5.0,1.25,Fiat,1093.1909999999998
4593,Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,Petrol,Manual,First,1799.0,130.0,5.0,1.9,Honda,940.0049999999999
4424,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,1968.0,108.5,5.0,3.65,Skoda,1246.6
3303,Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,1198.0,86.8,5.0,3.3,Honda,1350.822
6018,Chevrolet Beat Diesel,Hyderabad,2011,47000,Diesel,Manual,First,936.0,57.6,5.0,2.5,Chevrolet,1585.6752000000001
5318,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,Diesel,Manual,First,2179.0,120.0,8.0,10.23,Mahindra,959.882
684,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,First,1396.0,88.73,5.0,6.5,Hyundai,1404.9181999999998
4404,Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,1968.0,174.33,5.0,25.0,Audi,1066.4663
2298,Audi A4 2.0 TDI,Hyderabad,2011,85000,Diesel,Automatic,First,1968.0,147.51,5.0,13.95,Audi,1031.5615
4039,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,3498.0,272.0,7.0,16.85,Mercedes-Benz,821.634
5943,Mahindra Jeep MM 540 DP,Chennai,2002,75000,Diesel,Manual,First,2112.0,,6.0,1.7,Mahindra,0.0
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,2993.0,313.0,4.0,49.0,BMW,593.3815999999999
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,1248.0,74.0,5.0,3.7,Tata,1430.4734999999998
3459,Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,1197.0,78.9,5.0,3.0,Hyundai,1417.6668
